title,sku,price,retail_price,category,sub_category,description,width,height,depth,tags,brand,designer,images
Danish Modern Tall Rosewood Wardrobe / Hall Stand,6710647652484,1250.0,1725.0,storage,Cabinets & Storage,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Dimensions: 35.5″ wide x 12.5″ deep x 71″ tall,35.5,71,12.5,"credenza, depth:12.5, dresser, hanger, height:71, restored, rosewood, sale, sideboard, wardrobe, width:35.5",,,"https://midcenturymobler.com/cdn/shop/products/DA11863.jpg?v=1642625877, https://midcenturymobler.com/cdn/shop/products/DA11863b.jpg?v=1642625878"
Round Nutwood Coffee Table By William Watting,6710749986948,2100.0,,tables,Tables,"Origin: Denmark. Designer: William Watting. Manufacturer: Unknown. Era: 1950s. Materials: Nutwood, Beech. Measurements: 38.75″ diameter x 22.25″ tall Condition: In excellent original condition.",38.75,22.25,,"1950s, 2022, beech, coffee table, danish modern, denmark, height:22.5, January 2022, new, Nutwood, restore, restored, ROUND NUTWOOD COFFEE TABLE, table, width:38.75, william watting",,William Watting,"https://midcenturymobler.com/cdn/shop/products/DA12486.jpg?v=1642635887, https://midcenturymobler.com/cdn/shop/products/DA12486b.jpg?v=1642635887, https://midcenturymobler.com/cdn/shop/products/DA12486c.jpg?v=1642635887, https://midcenturymobler.com/cdn/shop/products/DA12486d.jpg?v=1642635887"
Round Starburst Teak Pedestal Coffee Table By Holger Georg Jensen,7198013358212,2600.0,,tables,Coffee Tables,Origin: DenmarkDesigner: Holger Georg JensenManufacturer: KubusEra: 1958Materials: TeakMeasurements: 40″ diameter x 21.5″ tall,40,21.5,40,"1958, depth:40, height:21.5, holger georg, Kubus, pedestal, restored, round, starburst, teak, width:40",,,"https://midcenturymobler.com/cdn/shop/files/DSC_5677_9de6a453-bed5-442b-b1d2-332520ed54e1.jpg?v=1703661055, https://midcenturymobler.com/cdn/shop/files/DSC_5673_cad7e0cf-5189-4db2-b63e-1c8966b406f5.jpg?v=1703661055, https://midcenturymobler.com/cdn/shop/files/DSC_5684_d781c245-dd6b-4840-bf41-99b39598ec65.jpg?v=1699214647, https://midcenturymobler.com/cdn/shop/files/DSC_5688_cb54cccd-f1e8-4e2c-9ce3-da2ccdc22eef.jpg?v=1699214647, https://midcenturymobler.com/cdn/shop/files/DSC_5690.jpg?v=1699214648, https://midcenturymobler.com/cdn/shop/files/DSC_5697_a8f5d0db-f850-4914-9507-5c6568ed0327.jpg?v=1699214649"
Lyby Møbler Small Teak Credenza With Bookcase Hutch,7278950023300,2750.0,,storage,CREDENZA,Origin: Denmark. Designer: Unknown. Manufacturer: Lyby Møbler. Era: 1960s. Materials: Teak. Measurements: 36.5″ wide x 17″ deep x 63″ tall,36.5,63,17,"bookcase, credenza, danish, depth:17, height:63, lyby, new, restored, sliding, teak, vintage, width:36.5",Lyby Møbler,,"https://midcenturymobler.com/cdn/shop/files/DSC_3545.jpg?v=1720209561, https://midcenturymobler.com/cdn/shop/files/DSC_3542.jpg?v=1720209560, https://midcenturymobler.com/cdn/shop/files/DSC_3548.jpg?v=1720209561, https://midcenturymobler.com/cdn/shop/files/DSC_3551.jpg?v=1720209560, https://midcenturymobler.com/cdn/shop/files/DSC_3557.jpg?v=1720209560, https://midcenturymobler.com/cdn/shop/files/DSC_3536.jpg?v=1720209560, https://midcenturymobler.com/cdn/shop/files/DSC_3560.jpg?v=1720209561, https://midcenturymobler.com/cdn/shop/files/DSC_3561.jpg?v=1720209560, https://midcenturymobler.com/cdn/shop/files/DSC_3571.jpg?v=1720209560"
Swedish Modern Drop Leaf Desk With Movable Case In Teak + Beech,7273193275524,2450.0,,tables,DESK,"Origin: Sweden. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak, Beech. Measurements: 41.5"" wide (leaf down) 60"" wide (leaf up) x 25.5″ deep x 29″ tall",41.5,29,25.5,"depth:25.25, desk, drop leaf, height:29, mid century, midcentury, modern, restored, swedish, teak, width:41.5",,,"https://midcenturymobler.com/cdn/shop/files/DSC_2292.jpg?v=1718050851, https://midcenturymobler.com/cdn/shop/files/DSC_2298.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2302.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2305.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2306.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2313.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2317.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2320.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2322.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2323.jpg?v=1718050905, https://midcenturymobler.com/cdn/shop/files/DSC_2326.jpg?v=1718050905"
Clausen + Sons Low Teak Credenza,7301180620932,4750.0,,storage,CREDENZA,"Origin: Denmark. Designer: Clausen + Søns. Manufacturer: Clausen + Søns. Era: 1960s. Materials: Teak. Measurements: 82"" wide x 18"" deep x 29"" tall",82,29,18,"1960s, clausen, CLAUSEN & SØN, CLAUSEN + SONS, clausen and son, denmark, depth: 18, England - November 2024, englandnov2024, height: 29, PRE ORDER, restore, restored, Søns, teak, width: 82",Clausen + Søns,Clausen + Søns,"https://midcenturymobler.com/cdn/shop/files/DSC_8302.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8304.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8310.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8316.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8319.jpg?v=1731649800, https://midcenturymobler.com/cdn/shop/files/DSC_8323.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8333.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8336.jpg?v=1731649800, https://midcenturymobler.com/cdn/shop/files/DSC_8345.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8352.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8354.jpg?v=1731649800, https://midcenturymobler.com/cdn/shop/files/DSC_8358.jpg?v=1731649799, https://midcenturymobler.com/cdn/shop/files/DSC_8362.jpg?v=1731649800, https://midcenturymobler.com/cdn/shop/files/DSC_8372.jpg?v=1731649800"
Paradiset Sofa By Kerstin Horlin-Holmquist,7013347197060,5100.0,,seating,SOFA,"Origin: Sweden. Designer: Kirsten Horlin-Holmquist. Manufacturer: Triva. Era: 1950s. Materials: Beech, Wool. Measurements: 73.75″ wide x 33.5″ tall",73.75,33.5,,"1950s, 2023, Beech, DA12900, DENMARK, height:33.5, Kirsten Horlin-Holmquist, new, PARADISET, PARADISET SOFA, PRE ORDER, restore, restored, SOFA, Sweden, Triva, upholstery, width:73.75, Wool",Triva,Kirsten Horlin-Holmquist,"https://midcenturymobler.com/cdn/shop/products/DA12900.jpg?v=1667640002, https://midcenturymobler.com/cdn/shop/products/DA12900e.jpg?v=1667640008, https://midcenturymobler.com/cdn/shop/products/DA12900f.jpg?v=1667640009, https://midcenturymobler.com/cdn/shop/products/DA12900b.jpg?v=1667640009, https://midcenturymobler.com/cdn/shop/products/DA12900d.jpg?v=1667640008"
Sliding Door Danish Credenza In Rosewood With Diamond Pulls,7277868351620,3150.0,,storage,DANISH CREDENZA,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Rosewood. Measurements: 39.5″ wide x 16″ deep x 32″ tall,39.5,32,16,"1960s, credenza, DANISH CREDENZA, denmark, DENMARK - AUGUST 2024, depth:16, DIAMOND PULLS, door, height:32, mid – late August 2024, PRE-ORDER, restore, restored, rosewood, sliding door, SLIDING DOOR CREDENZA, SLIDING DOORS, width:39.5",,,"https://midcenturymobler.com/cdn/shop/files/DA13347.jpg?v=1719637530, https://midcenturymobler.com/cdn/shop/files/DA13347b.jpg?v=1719637529, https://midcenturymobler.com/cdn/shop/files/DA13347c.jpg?v=1719637529"
Set Of Eight Danish Highback Dining Chairs In Teak,7206884507780,5800.0,,seating,dining chairs,"Origin: DenmarkDesigner: UnknownManufacturer: Gudme MøbelfabrikEra: 1960sMaterials: TeakMeasurements: 19"" wide x 17"" deep x 37"" tall, Seat: 17.25"" tallCondition: In excellent original condition. Price includes restoration.",19,37,17,"1960s, DANISH HIGHBACK DINING CHAIRS, denmark, depth:17, dining chairs, ENGLAND - JANUARY 2024, Gudme Møbelfabrik, height:37, PRE-ORDER, teak, width:19",,,"https://midcenturymobler.com/cdn/shop/files/DSC_7483-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7473-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7487-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7493-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7497-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7499-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7500-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7502-Photoroom.jpg?v=1709169267, https://midcenturymobler.com/cdn/shop/files/DSC_7505-Photoroom.jpg?v=1709169267"
"Beaver + Tapley ""Multi-Width"" Bookcase / Credenza In Magogany",7301137727620,2625.0,,storage,BOOKCASE,"Origin: England. Designer: Beaver + Tapley. Manufacturer: Beaver + Tapley. Era: 1960s. Materials: Mahogany, Glass. Measurements: 60"" wide x 11"" deep x 40"" tall",60,40,11,"beaver, Beaver + Tapley, bookcase, depth: 11, england, England - November 2024, englandnov2024, height: 39.5, MULTI-WIDTH, new, PRE ORDER, restore, restored, tapley, teak, width: 60",Beaver + Tapley,Beaver + Tapley,"https://midcenturymobler.com/cdn/shop/files/DSC_9028.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9037.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9043.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9045.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9051.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9054.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9057.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9062.jpg?v=1731735658, https://midcenturymobler.com/cdn/shop/files/DSC_9068.jpg?v=1731735659"
Johannes Sorth Bookcase / Secretary Desk In Rosewood,7245942030468,2400.0,,storage,,Origin: DenmarkDesigner: Johannes SorthManufacturer: Nexø / BornholmsEra: 1960sMaterials: RosewoodMeasurements: 39.5″ wide x 17″ deep x 69.5″ tall,39.5,69.5,17,"bookcase, depth:17, desk, height:69.5, johannes sorth, nexo, restored, rosewood, secretary, secretary desk, width:39.5",,,"https://midcenturymobler.com/cdn/shop/files/DSC_0176.jpg?v=1711567255, https://midcenturymobler.com/cdn/shop/files/DSC_0181.jpg?v=1711567250, https://midcenturymobler.com/cdn/shop/files/DSC_0184.jpg?v=1711567253, https://midcenturymobler.com/cdn/shop/files/DSC_0191.jpg?v=1711567251, https://midcenturymobler.com/cdn/shop/files/DSC_0194.jpg?v=1711567252, https://midcenturymobler.com/cdn/shop/files/DSC_0199.jpg?v=1711567252, https://midcenturymobler.com/cdn/shop/files/DSC_0213.jpg?v=1711567255, https://midcenturymobler.com/cdn/shop/files/DSC_0216.jpg?v=1711567253, https://midcenturymobler.com/cdn/shop/files/DSC_0218.jpg?v=1711567254"
Danish Modern Two Door Sliding Credenza With Floating Oak Base,7112802238596,5500.0,,storage,CREDENZA,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak, Oak. Measurements: 75"" wide x 17.5"" deep x 32"" tall",75,32,17.5,"1960s, 2023, August, CREDENZA, DANISH MODERN, Denmark, England, FLOATING OAK BASE, NW50349, Oak, restored, SLIDING, TEAK, TWO DOOR",,,"https://midcenturymobler.com/cdn/shop/files/DSC_2337_8acebb22-858b-4f76-8d65-a8c34069f933.jpg?v=1691302890, https://midcenturymobler.com/cdn/shop/files/DSC_2342_d2127efe-2fcb-4903-8c7b-5662596ae02e.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2345.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2347_3ca5bdf9-863a-46c1-aacd-46e21e6dc508.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2350_81cf4d39-25b8-4e69-8505-31ad3c7bfd7c.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2353_4daff352-fbcd-4fd4-9f09-4087b8cd5a40.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2359_d75bc875-c1f4-4f83-9f36-0ef97a560683.jpg?v=1691302913, https://midcenturymobler.com/cdn/shop/files/DSC_2363_52ad06ed-cf8f-4d84-b6fb-bbdc6acae6cb.jpg?v=1691302913"
Set Of Three Triangular Oak Tables By Dittman + Co,7015412826244,2175.0,,tables,TABLES,Origin: Netherlands. Designer: Dittman + Co. Manufacturer: Awa Radbound. Era: 1960s. Materials: Oak. Measurements: 51.25″ wide x 23.75″ deep x 12.25″ tall,51.25,12.25,23.75,"1960s, 2023, Awa Radbound, DA12953, DENMARK, DENMARK JANUARY 2023, depth:23.75, Dittman + Co, height:12.25, JANUARY 2023, Netherlands, Oak, restored, SET OF THREE, TABLES, TRIANGULAR, width:51.25",Awa Radbound,Dittman + Co,"https://midcenturymobler.com/cdn/shop/products/DA12953.jpg?v=1667987389, https://midcenturymobler.com/cdn/shop/products/DA12953d.jpg?v=1667987396, https://midcenturymobler.com/cdn/shop/products/DA12953e.jpg?v=1667987396, https://midcenturymobler.com/cdn/shop/products/DA12953f.jpg?v=1667987397, https://midcenturymobler.com/cdn/shop/products/DA12953b.jpg?v=1667987396, https://midcenturymobler.com/cdn/shop/products/DA12953c.jpg?v=1667987396"
Unique Curved Edge Mid Century Credenza In Rosewood,7206871400580,4500.0,,storage,CREDENZA,"Origin: DenmarkDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: RosewoodMeasurements: 81"" wide x 19"" deep x 32"" tall",81,32,19,"1960s, credenza, denmark, depth:19, ENGLAND - JANUARY 2024, height:31.5, PRE-ORDER, restore, restored, rosewood, width:81",,,"https://midcenturymobler.com/cdn/shop/files/DSC_7752.png?v=1709179558, https://midcenturymobler.com/cdn/shop/files/DSC_7761.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7770.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7775.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7781.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7784.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7787.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7796copy.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7796.png?v=1709179571, https://midcenturymobler.com/cdn/shop/files/DSC_7802.png?v=1709179571"
Oregon Pine + Cane Hall Desk With Mirror,7263591432324,2645.0,,accessories,HALL DESK,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1970s. Materials: Pine, Cane, Glass. Measurements: 41.25"" wide x 12.5"" deep x 47.75"" tall",41.25,47.75,12.5,"1970s, cane, CANVAS, chrome, denmark, DENMARK - JUNE 2024, depth:12.5, HALL DESK, height:47.75, mirror, new, OREGON PINE, PRE-ORDER, steel, vintage, width:41.25",,,"https://midcenturymobler.com/cdn/shop/files/DA13268.jpg?v=1715419425, https://midcenturymobler.com/cdn/shop/files/DA13268b.jpg?v=1715419424, https://midcenturymobler.com/cdn/shop/files/DA13268c.jpg?v=1715419425, https://midcenturymobler.com/cdn/shop/files/DA13268d.jpg?v=1715419424, https://midcenturymobler.com/cdn/shop/files/DA13268e.jpg?v=1715419424"
1970S Red Lacquered Canvas Bench / Ottoman,7287574102148,725.0,,seating,OTTOMAN,"Origin: NetherlandsDesigner: UnknownManufacturer: UnknownEra: 1970sMaterials: Lacquered Beech, CanvasMeasurements: 24"" wide x 16.5"" deep x 15.5"" tall",24,15.5,16.5,"bench, depth:16.5, height:15.5, mid century, new, ottoman, red, vintage, width:24",,,"https://midcenturymobler.com/cdn/shop/files/DSC_4792.jpg?v=1722577100, https://midcenturymobler.com/cdn/shop/files/DSC_4787.jpg?v=1722577100, https://midcenturymobler.com/cdn/shop/files/DSC_4797.jpg?v=1722577100, https://midcenturymobler.com/cdn/shop/files/DSC_4799.jpg?v=1722577100"
Danish Modern Draw Leaf Dining Table In Rosewood,7101126639748,3800.0,,tables,DINING TABLE,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Rosewood. Measurements: 49″ (closed), 98.5″ (open) wide x 34.75″ deep x 29″ tall",98.5,29,34.75,"1960s, 2023, DA13090, DANISH MODERN, Denmark, depth:34.75, DINING TABLE, DRAW LEAF, height:29, June2023, May 2023, PRE ORDER, restored, ROSEWOOD, table, width:49, width:98.5",,,"https://midcenturymobler.com/cdn/shop/products/DA13090.jpg?v=1681634277, https://midcenturymobler.com/cdn/shop/products/DA13090b.jpg?v=1681634277"
"Pair Of Fd 211 ""Guvenør"" Lounge Chairs In Oak",6957969244292,9500.0,,seating,LOUNGE CHAIRS,"Origin: Denmark. Designer: Poul Cadovious. Manufacturer: France + Søn. Era: 1960s. Materials: Oak. Measurements: 33"" wide x 31"" deep x 28"" tall Condition: In excellent original condition.",33,28,31,"1960s, 2023, CHAIRS, DA12826, Denmark, France + Søn, GUVENØR, JANUARY 2023, LOUNGE CHAIRS, Oak, PAIR OF FD 211, Poul Cadovious",France + Søn,Poul Cadovious,"https://midcenturymobler.com/cdn/shop/products/DA12826.jpg?v=1665776088, https://midcenturymobler.com/cdn/shop/products/DA12826c.jpg?v=1665776088, https://midcenturymobler.com/cdn/shop/products/DA12826b.jpg?v=1665776088, https://midcenturymobler.com/cdn/shop/products/DA12826d.jpg?v=1665776088"
Arne Vodder Reclining Lounge Chair In Beech + Green Wool,6764446187652,3425.0,,seating,Chairs,"Origin: DenmarkDesigner: Arne VodderManufacturer: BovirkeEra: 1950sMaterials: Beech, WoolMeasurements: 29"" wide x 31"" deep x 37"" tall",29,37,31,"1950s, 2022, April 2022, arne vodder, BEECH, bovirke, CHAIR, DANISH MODERN, Denmark, depth:31, GREEN WOOL, height:37, LOUNGE CHAIR, RECLINING LOUNGE CHAIR, restore, restored, upholstery, vodder, width:29, Wool",,,"https://midcenturymobler.com/cdn/shop/products/DA12651.jpg?v=1647417247, https://midcenturymobler.com/cdn/shop/products/DA12651d.jpg?v=1647417247, https://midcenturymobler.com/cdn/shop/products/DA12651b.jpg?v=1647417246, https://midcenturymobler.com/cdn/shop/products/DA12651c.jpg?v=1647417247"
Danish Modern Sliding Door Cupboard In Teak,7125805006980,2150.0,,storage,CUPBOARD,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 33.5"" wide x 17.5"" deep x 42"" tall",33.5,42,17.5,"1960s, 2023, CUPBOARD, DA13115, DANISH MODERN, Denmark, Denmark- October 2023, depth:17.5, height:42, PRE ORDER, restored, SLIDING DOOR, Teak, width:33.5",,,"https://midcenturymobler.com/cdn/shop/files/DSC_9486.jpg?v=1711077120, https://midcenturymobler.com/cdn/shop/files/DSC_9491.jpg?v=1711077124, https://midcenturymobler.com/cdn/shop/files/DSC_9493.jpg?v=1711077124, https://midcenturymobler.com/cdn/shop/files/DSC_9498.jpg?v=1711077124, https://midcenturymobler.com/cdn/shop/files/DSC_9503.jpg?v=1711077124, https://midcenturymobler.com/cdn/shop/files/DSC_9504.jpg?v=1711077124, https://midcenturymobler.com/cdn/shop/files/DSC_9508.jpg?v=1711077124"
Danish Modern Six Drawer Teak Highboy Dresser,7263592382596,3400.0,,storage,DRESSER,"Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1950s. Materials: Teak. Measurements: 32.75"" wide x 17.75"" deep x 44.5"" tall.",32.75,44.5,17.75,"1950s, danish modern, denmark, DENMARK - JUNE 2024, depth:17.75, height:44.5, highboy dresser, PRE-ORDER, restore, restored, six drawer, steel, teak, vintage, width:32.75",,,"https://midcenturymobler.com/cdn/shop/files/DA13271d.jpg?v=1725407026, https://midcenturymobler.com/cdn/shop/files/DA13271.jpg?v=1725407026, https://midcenturymobler.com/cdn/shop/files/DA13271c.jpg?v=1725407026"
